Raw value,Corresponding cumulative value,Corresponding Cloglog value,Fractional area,Training omission,Test omission
4.03987E-4,18.759596379,0.452785457,0.292051206,0.072463768,0
4.06855E-4,19.003145757,0.455123308,0.29026496,0.072463768,0
4.11004E-4,19.289735278,0.458486369,0.288181006,0.086956522,0
4.15177E-4,19.538197153,0.461848215,0.28639476,0.086956522,0
4.1609E-4,19.787677131,0.462581191,0.284608514,0.086956522,0
4.18981E-4,20.038102023,0.464895178,0.282822269,0.086956522,0
4.25503E-4,20.29141661,0.470078293,0.281036023,0.086956522,0
4.26856E-4,20.504600545,0.471147036,0.279547484,0.101449275,0
4.29283E-4,20.761576752,0.473059153,0.277761238,0.101449275,0
4.33047E-4,21.020358538,0.476011161,0.275974993,0.101449275,0
4.35672E-4,21.281020486,0.478059868,0.274188747,0.115942029,0
4.36978E-4,21.542855613,0.479076205,0.272402501,0.115942029,0
4.39681E-4,21.76251229,0.48117304,0.270913962,0.115942029,0
4.43029E-4,22.02759012,0.483758821,0.269127717,0.115942029,0
4.45938E-4,22.294449661,0.485995197,0.267341471,0.130434783,0
4.47415E-4,22.517896023,0.487127351,0.265852932,0.130434783,0
4.52054E-4,22.788055123,0.4906658,0.264066687,0.130434783,0
4.5441E-4,23.014619239,0.492453488,0.262578148,0.130434783,0
4.57575E-4,23.288794283,0.494845102,0.260791902,0.130434783,0
4.58529E-4,23.517829304,0.495564053,0.259303364,0.130434783,0
4.61695E-4,23.793886069,0.497941429,0.257517118,0.130434783,0
4.64033E-4,24.025391,0.499690383,0.25602858,0.130434783,0
4.68183E-4,24.258513992,0.502779701,0.254540042,0.144927536,0
4.71805E-4,24.540278413,0.505459743,0.252753796,0.15942029,0
4.75269E-4,24.777134314,0.508010393,0.251265258,0.173913043,0
4.7732E-4,25.015443435,0.509513683,0.249776719,0.173913043,0
4.79013E-4,25.254572679,0.510751246,0.248288181,0.173913043,0
4.84574E-4,25.544028164,0.514794978,0.246501935,0.188405797,0
4.87989E-4,25.787345683,0.5172618,0.245013397,0.188405797,0
4.90849E-4,26.031945515,0.519317836,0.243524859,0.202898551,0
4.92847E-4,26.278189015,0.520749269,0.24203632,0.217391304,0
4.98382E-4,26.526062063,0.524691306,0.240547782,0.217391304,0
4.99255E-4,26.775555421,0.525310265,0.239059244,0.217391304,0
5.02921E-4,27.026050608,0.52790034,0.237570706,0.217391304,0
5.04804E-4,27.278114961,0.529225137,0.236082167,0.231884058,0
5.06174E-4,27.53084473,0.530186991,0.234593629,0.231884058,0
5.09249E-4,27.78513029,0.532338178,0.233105091,0.231884058,0
5.13586E-4,28.041085544,0.535354841,0.231616553,0.231884058,0
5.15812E-4,28.298437415,0.536896125,0.230128014,0.231884058,0
5.1777E-4,28.505235931,0.53824725,0.228937184,0.231884058,0
5.2257E-4,28.765301434,0.541543717,0.227448645,0.231884058,0
5.25144E-4,29.027100802,0.543300916,0.225960107,0.231884058,0
5.28701E-4,29.290323059,0.545718946,0.224471569,0.231884058,0
5.34953E-4,29.503818762,0.549937999,0.223280738,0.246376812,0
5.39756E-4,29.772786369,0.553152767,0.2217922,0.246376812,0
5.42358E-4,30.043469839,0.554884566,0.220303662,0.246376812,0
5.43401E-4,30.260713767,0.555576602,0.219112831,0.246376812,0
5.47318E-4,30.533490875,0.558167197,0.217624293,0.246376812,0
5.4934E-4,30.753064648,0.559498694,0.216433462,0.246376812,0
5.52363E-4,31.028793473,0.561481334,0.214944924,0.260869565,0
5.5378E-4,31.250159203,0.56240777,0.213754093,0.260869565,0
5.55523E-4,31.527451553,0.563544313,0.212265555,0.275362319,0
5.57958E-4,31.750332801,0.565128142,0.211074725,0.289855072,0
5.61126E-4,32.030307973,0.567179162,0.209586186,0.289855072,0
5.62424E-4,32.254973656,0.568016761,0.208395356,0.289855072,0
5.66834E-4,32.537266394,0.570850332,0.206906818,0.289855072,0
5.72142E-4,32.765150988,0.574236629,0.205715987,0.289855072,0
5.75424E-4,33.052372486,0.576317111,0.204227449,0.289855072,0
5.80144E-4,33.283613962,0.579291247,0.203036618,0.289855072,0
5.80754E-4,33.5157976,0.579674047,0.201845787,0.289855072,0
5.85261E-4,33.807784454,0.582491356,0.200357249,0.289855072,0
5.89126E-4,34.042911302,0.584892819,0.199166419,0.289855072,0
5.91221E-4,34.278977839,0.586188566,0.197975588,0.289855072,0
5.93829E-4,34.516193243,0.587796242,0.196784757,0.289855072,0
5.99227E-4,34.754543442,0.591103897,0.195593927,0.289855072,0
6.0319E-4,35.055796018,0.593514915,0.194105389,0.289855072,0
6.0779E-4,35.297985995,0.596295646,0.192914558,0.304347826,0
6.11279E-4,35.541703251,0.598392797,0.191723727,0.304347826,0
6.13359E-4,35.786700462,0.599637464,0.190532897,0.304347826,0
6.15425E-4,36.03250006,0.600869549,0.189342066,0.31884058,0
6.16471E-4,36.278902743,0.601492469,0.188151235,0.333333333,0
6.18738E-4,36.526021432,0.602838085,0.186960405,0.333333333,0
6.20834E-4,36.774185959,0.604078994,0.185769574,0.333333333,0
6.23085E-4,37.023084193,0.605406604,0.184578744,0.333333333,0
6.27986E-4,37.273570781,0.608282271,0.183387913,0.333333333,0
6.30576E-4,37.525181034,0.609793314,0.182197082,0.333333333,0
6.33905E-4,37.778036654,0.611727393,0.181006252,0.333333333,0
6.37327E-4,38.032562556,0.613704905,0.179815421,0.333333333,0
6.38366E-4,38.287725391,0.614303625,0.178624591,0.333333333,0
6.41731E-4,38.544090767,0.616235759,0.17743376,0.333333333,0
6.44065E-4,38.801182672,0.617570387,0.176242929,0.333333333,0
6.46007E-4,39.059399459,0.618676762,0.175052099,0.347826087,0
6.47777E-4,39.253561901,0.619682988,0.174158976,0.347826087,0
6.51645E-4,39.513678278,0.62187212,0.172968145,0.347826087,0
6.54136E-4,39.774883988,0.623275146,0.171777315,0.362318841,0
6.56709E-4,40.037323888,0.624719018,0.170586484,0.362318841,0
6.57756E-4,40.300324469,0.625305095,0.169395653,0.362318841,0
6.59669E-4,40.563738729,0.626373307,0.168204823,0.362318841,0
6.60941E-4,40.761906907,0.627081916,0.1673117,0.362318841,0
6.63272E-4,41.026840136,0.628376856,0.166120869,0.391304348,0
6.65145E-4,41.292632671,0.629414241,0.164930039,0.405797101,0
6.71019E-4,41.559854204,0.63264896,0.163739208,0.405797101,0
6.72196E-4,41.761398193,0.633293383,0.162846085,0.405797101,0
6.74715E-4,42.030862992,0.634669355,0.161655255,0.405797101,0
6.77156E-4,42.301337645,0.635997845,0.160464424,0.420289855,0
6.7905E-4,42.50499617,0.637025266,0.159571301,0.420289855,0
6.81701E-4,42.777341937,0.638458668,0.15838047,0.420289855,0
6.83297E-4,43.050306388,0.639318655,0.15718964,0.420289855,0
6.84213E-4,43.255497229,0.639811611,0.156296517,0.420289855,0
6.88037E-4,43.53007082,0.641861187,0.155105686,0.434782609,0
6.91146E-4,43.80583019,0.643519067,0.153914856,0.434782609,0
6.91993E-4,44.013341837,0.643969173,0.153021733,0.434782609,0
6.95975E-4,44.29114966,0.646079054,0.151830902,0.434782609,0
7.00407E-4,44.500959206,0.648411931,0.150937779,0.434782609,0
7.0285E-4,44.781791814,0.649691871,0.149746948,0.434782609,0
7.04942E-4,45.063425356,0.650783519,0.148556118,0.434782609,0
7.06713E-4,45.275322866,0.65170538,0.147662995,0.434782609,0
7.09674E-4,45.558670116,0.653241221,0.146472164,0.434782609,0
7.11529E-4,45.771910633,0.654199705,0.145579041,0.434782609,0
7.1511E-4,46.057647267,0.656042832,0.144388211,0.449275362,0
7.23987E-4,46.273946089,0.660569738,0.143495088,0.449275362,0
7.2687E-4,46.564095466,0.662026813,0.142304257,0.449275362,0
7.29168E-4,46.782670945,0.663184321,0.141411134,0.449275362,0
7.32383E-4,47.001856322,0.664796407,0.140518011,0.449275362,0
7.32965E-4,47.294907231,0.665087501,0.139327181,0.449275362,0
7.35486E-4,47.515311845,0.666345076,0.138434058,0.449275362,0
7.40644E-4,47.810314874,0.668903891,0.137243227,0.449275362,0
7.43328E-4,48.032858648,0.670227508,0.136350104,0.449275362,0
7.45553E-4,48.256412086,0.671320343,0.135456981,0.449275362,0
7.48809E-4,48.555182322,0.672913919,0.134266151,0.449275362,0
7.51277E-4,48.780136425,0.674116392,0.133373028,0.449275362,0
7.52078E-4,49.005666407,0.674505713,0.132479905,0.463768116,0
7.55928E-4,49.307598591,0.676370442,0.131289074,0.463768116,0
7.57235E-4,49.534534034,0.677001243,0.130395951,0.463768116,0
7.60111E-4,49.762466638,0.678384739,0.129502828,0.463768116,0
7.62915E-4,50.067555647,0.679727548,0.128311998,0.463768116,0
7.66658E-4,50.297160275,0.681511651,0.127418875,0.463768116,0
7.68248E-4,50.527615374,0.682266453,0.126525752,0.463768116,0
7.72787E-4,50.759084989,0.684411594,0.125632629,0.463768116,0
7.79707E-4,51.070624935,0.687653981,0.124441798,0.47826087,0
7.86533E-4,51.305624621,0.690819776,0.123548675,0.47826087,0
7.88876E-4,51.542130074,0.691898947,0.122655552,0.47826087,0
7.91292E-4,51.779470696,0.693008194,0.121762429,0.492753623,0
7.92407E-4,52.017134259,0.693518234,0.120869306,0.492753623,0
7.96359E-4,52.255758447,0.695320627,0.119976183,0.492753623,0
7.99432E-4,52.575043047,0.696714966,0.118785353,0.492753623,0
8.00465E-4,52.815072196,0.697182226,0.11789223,0.492753623,0
8.03033E-4,53.055749986,0.698340519,0.116999107,0.492753623,0
8.07577E-4,53.297378146,0.700379329,0.116105984,0.492753623,0
8.15459E-4,53.541336523,0.703883021,0.115212861,0.492753623,0
8.20224E-4,53.786988369,0.705981538,0.114319738,0.507246377,0
8.25235E-4,54.03377372,0.708171986,0.113426615,0.507246377,0
8.27857E-4,54.282088028,0.709311627,0.112533492,0.52173913,0
8.28983E-4,54.530680477,0.709799767,0.111640369,0.52173913,0
8.31765E-4,54.779905454,0.711001974,0.110747246,0.52173913,0
8.32562E-4,55.029630513,0.711345619,0.109854123,0.52173913,0
8.34964E-4,55.279796949,0.712378521,0.108961,0.52173913,0
8.359E-4,55.530444744,0.712780134,0.108067877,0.52173913,0
8.38791E-4,55.781677978,0.714016528,0.107174754,0.52173913,0
8.421E-4,56.033884664,0.715425381,0.106281631,0.536231884,0
8.4521E-4,56.28736605,0.716743288,0.105388508,0.536231884,0
8.51294E-4,56.5420479,0.719303361,0.104495386,0.550724638,0
8.56437E-4,56.798173731,0.721449729,0.103602263,0.550724638,0
8.58835E-4,57.055362592,0.722444766,0.10270914,0.550724638,0
8.61219E-4,57.313518277,0.723430403,0.101816017,0.550724638,0
8.67045E-4,57.573166491,0.725824801,0.100922894,0.550724638,0
8.70855E-4,57.833955482,0.727379532,0.100029771,0.565217391,0
8.75633E-4,58.00901753,0.729316643,0.099434355,0.565217391,0
8.80661E-4,58.272349735,0.731340128,0.098541233,0.565217391,0
8.85384E-4,58.537751612,0.733226995,0.09764811,0.565217391,0
8.89594E-4,58.804364141,0.73489795,0.096754987,0.565217391,0
8.96299E-4,59.072022453,0.7375375,0.095861864,0.565217391,0
8.97936E-4,59.251591112,0.73817796,0.095266448,0.565217391,0
9.01673E-4,59.521910214,0.739634163,0.094373325,0.565217391,0
9.05249E-4,59.793319769,0.741020132,0.093480202,0.565217391,0
9.08048E-4,60.065458478,0.742099437,0.092587079,0.579710145,0
9.12504E-4,60.338799262,0.743808868,0.091693957,0.579710145,0
9.16036E-4,60.521736389,0.74515567,0.091098541,0.594202899,0
9.19334E-4,60.797248761,0.746407239,0.090205418,0.594202899,0
9.22761E-4,61.073645195,0.747700847,0.089312295,0.594202899,0
9.26742E-4,61.258853054,0.749195164,0.08871688,0.594202899,0
9.32928E-4,61.53849049,0.751500215,0.087823757,0.594202899,0
9.39999E-4,61.819819236,0.754108874,0.086930634,0.594202899,0
9.42899E-4,62.008230882,0.755170597,0.086335219,0.594202899,0
9.47081E-4,62.291905643,0.756693932,0.085442096,0.594202899,0
9.52231E-4,62.577107101,0.758556755,0.084548973,0.594202899,0
9.535E-4,62.767721001,0.75901365,0.083953558,0.594202899,0
9.59346E-4,63.054925336,0.761106987,0.083060435,0.594202899,0
9.65109E-4,63.344280394,0.763152675,0.082167312,0.594202899,0
9.68475E-4,63.537970995,0.764339807,0.081571896,0.594202899,0
9.70572E-4,63.828839247,0.765076113,0.080678773,0.594202899,0
9.73992E-4,64.02337166,0.766272092,0.080083358,0.594202899,0
9.7834E-4,64.316244505,0.767783926,0.079190235,0.594202899,0
9.80055E-4,64.512174632,0.768377364,0.07859482,0.594202899,0
9.86012E-4,64.807538238,0.770427506,0.077701697,0.594202899,0
9.93451E-4,65.005700809,0.772962127,0.077106282,0.594202899,0
9.96888E-4,65.304331883,0.774123509,0.076213159,0.608695652,0
9.9818E-4,65.503931729,0.774558642,0.075617743,0.623188406,0
1.00157E-3,65.804083371,0.775696733,0.07472462,0.623188406,0
1.00433E-3,66.004893781,0.776616935,0.074129205,0.623188406,0
1.01097E-3,66.307940446,0.778822627,0.073236082,0.623188406,0
1.01227E-3,66.510299755,0.779249073,0.072640667,0.623188406,0
1.01425E-3,66.814355373,0.779901368,0.071747544,0.623188406,0
1.01811E-3,67.01792536,0.781165441,0.071152129,0.623188406,0
1.02653E-3,67.325036347,0.783897855,0.070259006,0.623188406,0
1.03053E-3,67.530823777,0.785185027,0.06966359,0.623188406,0
1.03545E-3,67.840966319,0.786757522,0.068770467,0.623188406,0
1.03567E-3,68.048092942,0.786824405,0.068175052,0.623188406,0
1.04368E-3,68.256720601,0.789359145,0.067579637,0.623188406,0
1.04548E-3,68.570272435,0.789924489,0.066686514,0.623188406,0
1.04676E-3,68.779533466,0.790325716,0.066091099,0.623188406,0
1.05034E-3,69.09435537,0.791441544,0.065197976,0.623188406,0
1.05527E-3,69.305333678,0.79297232,0.06460256,0.623188406,0
1.05617E-3,69.516543798,0.793249665,0.064007145,0.623188406,0
1.06424E-3,69.835396931,0.795724815,0.063114022,0.623188406,0
1.06676E-3,70.048628407,0.796489643,0.062518607,0.623188406,0
1.0714E-3,70.262505403,0.797896593,0.061923191,0.623188406,0
1.07549E-3,70.584777688,0.799126756,0.061030068,0.623188406,0
1.07705E-3,70.800093933,0.799593704,0.060434653,0.637681159,0
1.08249E-3,71.016590211,0.801212994,0.059839238,0.652173913,0
1.08502E-3,71.341831184,0.80196279,0.058946115,0.666666667,0
1.0951E-3,71.56015044,0.804917972,0.0583507,0.666666667,0
1.09725E-3,71.779389904,0.805544513,0.057755284,0.68115942,0
1.09998E-3,72.109035886,0.80633357,0.056862161,0.68115942,0
1.11141E-3,72.331244608,0.809611389,0.056266746,0.68115942,0
1.11658E-3,72.554307864,0.811073539,0.055671331,0.68115942,0
1.12056E-3,72.778219939,0.812192218,0.055075915,0.68115942,0
1.12874E-3,73.003289338,0.814470909,0.0544805,0.68115942,0
1.13201E-3,73.342505774,0.815374809,0.053587377,0.68115942,0
1.13963E-3,73.570303987,0.817461946,0.052991962,0.68115942,0
1.14008E-3,73.798299941,0.817583711,0.052396547,0.68115942,0
1.14558E-3,74.026951046,0.819075853,0.051801131,0.68115942,0
1.15012E-3,74.256904057,0.820298137,0.051205716,0.68115942,0
1.1596E-3,74.604386835,0.822820828,0.050312593,0.68115942,0
1.1645E-3,74.836824812,0.824112348,0.049717178,0.68115942,0
1.1695E-3,75.07054324,0.825420875,0.049121762,0.68115942,0
1.17476E-3,75.305290329,0.826784456,0.048526347,0.68115942,0
1.18052E-3,75.541158625,0.828269126,0.047930932,0.68115942,0
1.1871E-3,75.778324955,0.82994548,0.047335517,0.68115942,0
1.204E-3,76.018647638,0.834180886,0.046740101,0.68115942,0
1.20944E-3,76.260330424,0.835523679,0.046144686,0.68115942,0
1.21345E-3,76.502625147,0.836503319,0.045549271,0.68115942,0
1.2159E-3,76.867281128,0.837099609,0.044656148,0.68115942,0
1.21793E-3,77.110709261,0.8375944,0.044060732,0.68115942,0
1.22422E-3,77.3549598,0.839111791,0.043465317,0.68115942,0
1.23002E-3,77.600793144,0.840496749,0.042869902,0.68115942,0
1.2357E-3,77.847560222,0.841844976,0.042274486,0.68115942,0
1.2374E-3,78.094910922,0.842243701,0.041679071,0.695652174,0
1.2423E-3,78.343036005,0.843393203,0.041083656,0.695652174,0
1.24573E-3,78.592108046,0.844194798,0.040488241,0.710144928,0
1.24732E-3,78.841440206,0.844562089,0.039892825,0.710144928,0
1.25681E-3,79.092511383,0.846750142,0.03929741,0.710144928,0
1.2618E-3,79.344806892,0.847886429,0.038701995,0.710144928,0
1.26657E-3,79.597917222,0.848965031,0.038106579,0.710144928,0
1.26911E-3,79.851509903,0.849537264,0.037511164,0.710144928,0
1.28345E-3,80.107032336,0.852721864,0.036915749,0.710144928,0
1.28677E-3,80.364170227,0.853449733,0.036320333,0.710144928,0
1.28881E-3,80.621739092,0.85389674,0.035724918,0.710144928,0
1.29253E-3,80.750992327,0.854705228,0.03542721,0.710144928,0
1.29501E-3,81.009856653,0.855240668,0.034831795,0.710144928,0
1.29728E-3,81.269195359,0.855731984,0.03423638,0.710144928,0
1.30185E-3,81.529468329,0.856711365,0.033640965,0.710144928,0
1.3039E-3,81.790214012,0.857149945,0.033045549,0.710144928,0
1.30857E-3,82.051914004,0.858142597,0.032450134,0.710144928,0
1.31584E-3,82.314372905,0.859671859,0.031854719,0.724637681,0
1.32354E-3,82.578403571,0.861275473,0.031259303,0.724637681,0
1.33216E-3,82.844661504,0.863048633,0.030663888,0.724637681,0
1.33613E-3,83.111682371,0.863857291,0.030068473,0.724637681,0
1.34472E-3,83.380149843,0.865592527,0.029473057,0.739130435,0
1.34531E-3,83.514680471,0.865709665,0.02917535,0.739130435,0
1.34742E-3,83.784073976,0.866132651,0.028579935,0.739130435,0
1.34964E-3,84.053862006,0.866574655,0.027984519,0.739130435,0
1.35185E-3,84.32409595,0.867015001,0.027389104,0.753623188,0
1.35732E-3,84.595331488,0.868094996,0.026793689,0.768115942,0
1.35819E-3,84.86696757,0.868266275,0.026198273,0.768115942,0
1.36096E-3,85.003063741,0.8688109,0.025900566,0.768115942,0
1.36673E-3,85.276085127,0.869936087,0.02530515,0.768115942,0
1.37142E-3,85.550111226,0.87084279,0.024709735,0.768115942,0
1.37671E-3,85.825410112,0.871858366,0.02411432,0.782608696,0
1.38292E-3,86.101714369,0.873040911,0.023518904,0.782608696,0
1.39851E-3,86.381034372,0.875960858,0.022923489,0.797101449,0
1.39974E-3,86.521008849,0.876188594,0.022625781,0.797101449,0
1.41044E-3,86.802990165,0.878148955,0.022030366,0.797101449,0
1.42885E-3,87.08742529,0.881451498,0.021434951,0.797101449,0
1.44017E-3,87.375420946,0.883437304,0.020839536,0.811594203,0
1.44845E-3,87.520266444,0.884869784,0.020541828,0.826086957,0
1.48174E-3,87.816363117,0.890449139,0.019946413,0.826086957,0
1.48532E-3,88.113367664,0.891032534,0.019350997,0.826086957,0
1.48963E-3,88.26233041,0.891731149,0.01905329,0.826086957,0
1.49273E-3,88.560583082,0.892231329,0.018457874,0.826086957,0
1.51066E-3,88.860963645,0.895077457,0.017862459,0.826086957,0
1.52394E-3,89.01335734,0.897135396,0.017564751,0.826086957,0
1.54274E-3,89.320230582,0.899982295,0.016969336,0.826086957,0
1.55393E-3,89.630795,0.901637792,0.016373921,0.826086957,0
1.56538E-3,89.787333449,0.903305473,0.016076213,0.826086957,0
1.59186E-3,90.104916274,0.907051513,0.015480798,0.826086957,0
1.59882E-3,90.264798103,0.908011846,0.01518309,0.826086957,0
1.6081E-3,90.585951993,0.909276641,0.014587675,0.826086957,0
1.64627E-3,90.914174437,0.914300314,0.01399226,0.84057971,0
1.6474E-3,91.078914056,0.914444818,0.013694552,0.855072464,0
1.66149E-3,91.410621946,0.916225593,0.013099137,0.869565217,0
1.67428E-3,91.578049623,0.917809094,0.012801429,0.869565217,0
1.68987E-3,91.915674158,0.91969931,0.012206014,0.869565217,0
1.69204E-3,92.084878402,0.919959644,0.011908306,0.869565217,0
1.70217E-3,92.255095173,0.921160046,0.011610598,0.869565217,0
1.72018E-3,92.598560063,0.923251734,0.011015183,0.884057971,0
1.72142E-3,92.770702134,0.923393151,0.010717475,0.884057971,0
1.72898E-3,93.116012363,0.924252966,0.01012206,0.898550725,0
1.73258E-3,93.289270204,0.924658237,0.009824352,0.898550725,0
1.74051E-3,93.636977768,0.925544559,0.009228937,0.898550725,0
1.75157E-3,93.812134479,0.926763374,0.00893123,0.913043478,0
1.7748E-3,94.165820345,0.929259697,0.008335814,0.913043478,0
1.78512E-3,94.344332365,0.930340394,0.008038107,0.913043478,0
1.79658E-3,94.523990804,0.931522083,0.007740399,0.913043478,0
1.81427E-3,94.885198492,0.933306218,0.007144984,0.942028986,0
1.84977E-3,95.070175242,0.936747149,0.006847276,0.942028986,0
1.85442E-3,95.255617391,0.93718496,0.006549568,0.942028986,0
1.87699E-3,95.629264171,0.939265769,0.005954153,0.942028986,0
1.8919E-3,95.818454031,0.94060184,0.005656445,0.942028986,0
1.90358E-3,96.008812,0.941628354,0.005358738,0.942028986,0
1.92077E-3,96.391912913,0.943106494,0.004763322,0.942028986,0
1.92123E-3,96.584035816,0.943145796,0.004465615,0.942028986,0
1.96387E-3,96.780422926,0.946651245,0.004167907,0.942028986,0
2.00108E-3,97.179158561,0.949532928,0.003572492,0.942028986,0
2.00392E-3,97.379550743,0.949746587,0.003274784,0.942028986,0
