x,y,species cloglog values
318.0,318.0,0.007508983
319.0,319.0,0.07189314
320.0,320.0,0.055766366
321.0,321.0,0.10652551
322.0,322.0,0.16611187
323.0,323.0,0.89223135
324.0,324.0,0.0075807553
325.0,325.0,0.0012307748
326.0,326.0,0.026393306
327.0,327.0,0.75901365
328.0,328.0,0.028792163
329.0,329.0,0.03541013
330.0,330.0,0.028886018
331.0,331.0,0.3519863
332.0,332.0,0.15718727
333.0,333.0,0.4495688
334.0,334.0,0.037467495
335.0,335.0,0.30917743
336.0,336.0,9.0893666E-4
337.0,337.0,9.266506E-4
338.0,338.0,0.0043972414
339.0,339.0,0.090137035
340.0,340.0,0.008299998
341.0,341.0,0.0011363759
342.0,342.0,0.029258214
343.0,343.0,0.64767337
344.0,344.0,0.24722527
345.0,345.0,0.10231678
346.0,346.0,0.025255926
347.0,347.0,0.13900594
348.0,348.0,0.07734405
349.0,349.0,0.79139733
350.0,350.0,0.8752504
351.0,351.0,0.014267413
352.0,352.0,0.0041363193
353.0,353.0,0.4324673
354.0,354.0,0.13328221
355.0,355.0,0.1707301
356.0,356.0,0.28313562
357.0,357.0,0.020770492
358.0,358.0,0.019593855
359.0,359.0,0.0739381
360.0,360.0,0.003954709
361.0,361.0,0.4054364
362.0,362.0,0.6043625
363.0,363.0,0.009181047
364.0,364.0,0.27252543
365.0,365.0,0.081155874
366.0,366.0,0.3391569
367.0,367.0,0.46268484
368.0,368.0,0.027346518
369.0,369.0,0.10055295
370.0,370.0,0.4956772
371.0,371.0,0.012968322
372.0,372.0,0.013219065
373.0,373.0,4.7226236E-4
374.0,374.0,0.013540146
375.0,375.0,0.6650875
376.0,376.0,3.1550336E-4
377.0,377.0,0.23239313
378.0,378.0,0.22042778
379.0,379.0,0.00645701
380.0,380.0,0.0018324897
381.0,381.0,0.47650865
382.0,382.0,0.008384057
383.0,383.0,0.0023811695
384.0,384.0,0.013100181
385.0,385.0,0.1462915
386.0,386.0,0.03305948
387.0,387.0,0.011699603
388.0,388.0,0.051906854
389.0,389.0,0.043331515
390.0,390.0,0.49969038
391.0,391.0,0.30201787
392.0,392.0,0.0127989175
393.0,393.0,0.46594957
394.0,394.0,0.0031432726
395.0,395.0,0.02750916
396.0,396.0,0.02378785
397.0,397.0,0.035306457
398.0,398.0,0.5817759
399.0,399.0,0.7898355
400.0,400.0,0.6607401
401.0,401.0,0.008810264
402.0,402.0,0.02964903
403.0,403.0,0.37228355
404.0,404.0,0.6933782
405.0,405.0,0.30043063
406.0,406.0,0.045968037
407.0,407.0,0.7949923
408.0,408.0,0.11439281
409.0,409.0,0.046706717
410.0,410.0,0.30990538
411.0,411.0,0.46255815
412.0,412.0,0.20182048
413.0,413.0,0.09412523
414.0,414.0,0.38863942
415.0,415.0,0.0033977497
416.0,416.0,0.027806075
417.0,417.0,0.026520707
418.0,418.0,0.8554774
419.0,419.0,0.012304483
420.0,420.0,0.029908301
421.0,421.0,0.0052526193
422.0,422.0,0.25717187
423.0,423.0,0.2863588
424.0,424.0,0.3243271
425.0,425.0,0.4282362
426.0,426.0,0.031854972
427.0,427.0,0.92676336
428.0,428.0,0.62144965
429.0,429.0,0.7587037
430.0,430.0,0.14955327
431.0,431.0,0.44501096
432.0,432.0,0.29405463
433.0,433.0,0.104908
434.0,434.0,0.034576915
435.0,435.0,0.85272187
436.0,436.0,0.26707968
437.0,437.0,6.9067685E-4
438.0,438.0,0.025366766
439.0,439.0,0.022586789
440.0,440.0,0.09380586
441.0,441.0,0.48099837
442.0,442.0,0.31499067
443.0,443.0,0.15983865
444.0,444.0,0.85707563
445.0,445.0,0.5227233
446.0,446.0,0.010070323
447.0,447.0,0.7515002
448.0,448.0,0.13009582
449.0,449.0,0.04261842
450.0,450.0,0.004258666
451.0,451.0,0.011195262
452.0,452.0,3.5355194E-4
453.0,453.0,0.15936087
454.0,454.0,0.36653897
455.0,455.0,0.025533678
456.0,456.0,0.014114376
457.0,457.0,0.6714504
458.0,458.0,0.029353239
459.0,459.0,0.40606955
460.0,460.0,0.32288525
461.0,461.0,0.03689599
462.0,462.0,0.486515
463.0,463.0,0.22360209
464.0,464.0,0.004387425
465.0,465.0,0.8190759
466.0,466.0,0.043079358
467.0,467.0,0.0011814166
468.0,468.0,0.41952476
469.0,469.0,0.03797962
470.0,470.0,0.0019614864
471.0,471.0,0.075534105
472.0,472.0,0.66107154
473.0,473.0,0.41885933
474.0,474.0,0.024003556
475.0,475.0,0.32996655
476.0,476.0,0.0030426043
477.0,477.0,0.7423368
478.0,478.0,0.0035973974
479.0,479.0,0.35887513
480.0,480.0,0.9070515
481.0,481.0,0.008114861
482.0,482.0,0.24712285
483.0,483.0,0.08989396
484.0,484.0,0.43064415
485.0,485.0,0.005339438
486.0,486.0,3.1746062E-4
487.0,487.0,0.03654962
488.0,488.0,0.085484356
489.0,489.0,0.012027994
490.0,490.0,0.099261574
491.0,491.0,0.37000635
492.0,492.0,0.005718529
493.0,493.0,0.1675739
494.0,494.0,0.6935182
495.0,495.0,0.05252759
496.0,496.0,0.038513437
497.0,497.0,0.021769723
498.0,498.0,0.28148323
499.0,499.0,0.0036466077
500.0,500.0,0.82678443
501.0,501.0,0.0038049293
502.0,502.0,0.008129274
503.0,503.0,6.3013326E-4
504.0,504.0,0.013611337
505.0,505.0,0.055724718
506.0,506.0,0.36652988
507.0,507.0,0.2413028
508.0,508.0,0.2851703
509.0,509.0,0.44634277
510.0,510.0,0.64351904
511.0,511.0,0.6368577
512.0,512.0,0.7381056
513.0,513.0,0.09667156
514.0,514.0,0.028411057
515.0,515.0,0.6496919
516.0,516.0,0.013128188
517.0,517.0,0.33419615
518.0,518.0,0.8370396
519.0,519.0,0.025895217
520.0,520.0,0.032265432
521.0,521.0,0.117463954
522.0,522.0,0.24622951
523.0,523.0,0.0031459955
524.0,524.0,0.6157811
525.0,525.0,0.010342316
526.0,526.0,0.028442178
527.0,527.0,0.0015184797
528.0,528.0,0.8501342
529.0,529.0,0.0019239685
530.0,530.0,0.0062363944
531.0,531.0,0.06848928
532.0,532.0,0.8299455
533.0,533.0,0.013380024
534.0,534.0,0.5672536
535.0,535.0,0.03807418
536.0,536.0,0.62969804
537.0,537.0,0.2604747
538.0,538.0,0.44038263
539.0,539.0,0.8547052
540.0,540.0,0.049809687
541.0,541.0,0.031289805
542.0,542.0,0.090982415
543.0,543.0,0.923701
544.0,544.0,0.734898
545.0,545.0,0.59914815
546.0,546.0,0.08670111
547.0,547.0,0.028920453
548.0,548.0,0.018153263
549.0,549.0,0.024987688
550.0,550.0,0.22702213
551.0,551.0,0.17465232
552.0,552.0,0.013153392
553.0,553.0,0.22813118
554.0,554.0,0.0023199583
555.0,555.0,0.46184823
556.0,556.0,0.042799827
557.0,557.0,9.074348E-4
558.0,558.0,0.13804518
559.0,559.0,0.50806093
560.0,560.0,0.0044680038
561.0,561.0,0.38134772
562.0,562.0,0.7230725
563.0,563.0,0.082691945
564.0,564.0,0.43394175
565.0,565.0,0.025018996
566.0,566.0,0.69590193
567.0,567.0,0.25797787
568.0,568.0,0.005269793
569.0,569.0,0.019155575
570.0,570.0,0.84009176
571.0,571.0,0.6812223
572.0,572.0,0.029034652
573.0,573.0,0.8693031
574.0,574.0,0.0120303845
575.0,575.0,0.025793534
576.0,576.0,3.184253E-4
577.0,577.0,0.6892864
578.0,578.0,0.6051575
579.0,579.0,0.036038198
580.0,580.0,0.014891541
581.0,581.0,0.22893694
582.0,582.0,0.02056584
583.0,583.0,0.530187
584.0,584.0,0.67418885
585.0,585.0,0.022544708
586.0,586.0,0.7123785
587.0,587.0,0.10472598
588.0,588.0,0.4288287
589.0,589.0,0.01160329
590.0,590.0,0.7788226
591.0,591.0,0.07235995
592.0,592.0,0.26363
593.0,593.0,0.8370996
594.0,594.0,0.4775462
595.0,595.0,0.0037116178
596.0,596.0,0.07758998
597.0,597.0,0.68664104
598.0,598.0,0.08396195
599.0,599.0,0.52517235
600.0,600.0,0.04373775
601.0,601.0,0.0038731655
602.0,602.0,0.5543324
603.0,603.0,0.004932643
604.0,604.0,0.18469991
605.0,605.0,0.027724383
606.0,606.0,0.54258645
607.0,607.0,0.008887753
608.0,608.0,0.47815868
609.0,609.0,0.6933911
610.0,610.0,0.4700783
611.0,611.0,0.28848836
612.0,612.0,0.002433529
613.0,613.0,0.09372707
614.0,614.0,0.10169269
615.0,615.0,0.011811776
616.0,616.0,0.09967116
617.0,617.0,0.666607
618.0,618.0,0.060373202
619.0,619.0,0.12143927
620.0,620.0,0.41334656
621.0,621.0,0.029325845
622.0,622.0,0.7140429
623.0,623.0,0.011764035
624.0,624.0,0.089318
625.0,625.0,0.82029814
626.0,626.0,0.71930337
627.0,627.0,0.16200249
628.0,628.0,0.0013059734
629.0,629.0,0.67201537
630.0,630.0,0.0264363
631.0,631.0,0.03918385
632.0,632.0,0.14412753
633.0,633.0,0.4948451
634.0,634.0,0.022378372
635.0,635.0,0.002013454
636.0,636.0,0.023354506
637.0,637.0,0.6356609
638.0,638.0,0.8779552
639.0,639.0,0.25974333
640.0,640.0,0.031371932
641.0,641.0,0.5027797
642.0,642.0,0.4613373
643.0,643.0,0.47181162
644.0,644.0,0.26712173
645.0,645.0,0.06515991
646.0,646.0,0.5433009
647.0,647.0,0.531412
648.0,648.0,0.67637044
649.0,649.0,0.91995966
650.0,650.0,0.013098511
651.0,651.0,0.6647964
652.0,652.0,0.5555766
653.0,653.0,0.91928023
654.0,654.0,0.0052142455
655.0,655.0,0.0056641605
656.0,656.0,0.7194653
657.0,657.0,0.54340553
658.0,658.0,0.012805846
659.0,659.0,0.29954556
660.0,660.0,0.75669396
661.0,661.0,0.6300739
662.0,662.0,0.013443236
663.0,663.0,0.002942918
664.0,664.0,0.13709906
665.0,665.0,0.032506436
666.0,666.0,0.022661326
667.0,667.0,0.3778803
668.0,668.0,0.49556404
669.0,669.0,0.027593268
670.0,670.0,0.00814083
671.0,671.0,0.48117304
672.0,672.0,0.8121922
673.0,673.0,0.28131175
674.0,674.0,0.27085936
675.0,675.0,0.017560732
676.0,676.0,0.0028007512
677.0,677.0,0.77661693
678.0,678.0,0.55488455
679.0,679.0,0.30072737
680.0,680.0,0.03440737
681.0,681.0,0.020641236
682.0,682.0,0.030872576
683.0,683.0,0.61698765
684.0,684.0,0.0035427897
685.0,685.0,0.019379273
686.0,686.0,0.003906661
687.0,687.0,0.33717132
688.0,688.0,0.0020506694
689.0,689.0,0.7957248
690.0,690.0,0.4260225
691.0,691.0,0.064498596
692.0,692.0,0.028570784
693.0,693.0,0.022071509
694.0,694.0,0.29378438
695.0,695.0,0.76778394
696.0,696.0,0.58525497
697.0,697.0,0.027037043
698.0,698.0,0.37238678
699.0,699.0,0.66721225
700.0,700.0,0.016547734
701.0,701.0,0.5373496
702.0,702.0,0.10614375
703.0,703.0,0.06887606
704.0,704.0,0.87906605
705.0,705.0,0.3033592
706.0,706.0,0.8814515
707.0,707.0,0.34194422
708.0,708.0,0.04616758
709.0,709.0,0.83720964
710.0,710.0,0.077056155
711.0,711.0,0.03586406
712.0,712.0,0.016681902
713.0,713.0,0.010506521
714.0,714.0,0.34928104
715.0,715.0,0.7927362
716.0,716.0,0.37433973
717.0,717.0,0.27985477
718.0,718.0,0.018264672
719.0,719.0,0.06787228
720.0,720.0,0.19432859
721.0,721.0,0.14114396
722.0,722.0,0.22853667
723.0,723.0,0.9059505
724.0,724.0,0.19162299
725.0,725.0,0.0051443647
726.0,726.0,0.7234304
727.0,727.0,5.125686E-4
728.0,728.0,0.06431532
729.0,729.0,0.006958607
730.0,730.0,0.03475918
731.0,731.0,0.0017188131
732.0,732.0,0.65160006
733.0,733.0,0.2040574
734.0,734.0,0.010697638
735.0,735.0,0.7732182
736.0,736.0,0.74161744
737.0,737.0,0.004779081
738.0,738.0,8.9721236E-4
739.0,739.0,0.017560583
740.0,740.0,0.008854159
741.0,741.0,0.13095628
742.0,742.0,0.03463068
743.0,743.0,0.58700264
744.0,744.0,0.7451557
745.0,745.0,0.001151343
746.0,746.0,0.4954516
747.0,747.0,0.011313951
748.0,748.0,0.06921305
749.0,749.0,0.73244315
750.0,750.0,0.020865848
751.0,751.0,0.017097112
752.0,752.0,0.48758683
753.0,753.0,0.0052829967
754.0,754.0,0.394194
755.0,755.0,0.0011779505
756.0,756.0,0.72969466
757.0,757.0,0.008655575
758.0,758.0,0.7980001
759.0,759.0,0.10303885
760.0,760.0,0.27675998
761.0,761.0,0.021198746
762.0,762.0,0.005502777
763.0,763.0,0.72007614
764.0,764.0,0.04381366
765.0,765.0,0.0012213315
766.0,766.0,0.013269037
767.0,767.0,0.026831402
768.0,768.0,0.016481947
769.0,769.0,0.06402407
770.0,770.0,0.41764328
771.0,771.0,0.0029399914
772.0,772.0,0.025776133
773.0,773.0,0.5205913
774.0,774.0,0.0054671755
775.0,775.0,0.018460948
776.0,776.0,0.010960187
777.0,777.0,0.8761886
778.0,778.0,0.004049162
779.0,779.0,0.9033055
780.0,780.0,0.004508896
781.0,781.0,0.0018628605
782.0,782.0,0.0015209432
783.0,783.0,0.4163118
784.0,784.0,0.47601116
785.0,785.0,0.44709092
786.0,786.0,0.19680955
787.0,787.0,0.022075882
788.0,788.0,0.007295617
789.0,789.0,0.55226046
790.0,790.0,0.81258297
791.0,791.0,0.3439386
792.0,792.0,0.061238572
793.0,793.0,0.0072427653
794.0,794.0,0.70951885
795.0,795.0,0.73449373
796.0,796.0,0.21914859
797.0,797.0,0.0027716265
798.0,798.0,0.020080656
799.0,799.0,0.037587564
800.0,800.0,0.020084782
801.0,801.0,0.63848567
802.0,802.0,0.024560535
803.0,803.0,0.8445621
804.0,804.0,0.025833094
805.0,805.0,0.1299123
806.0,806.0,0.050847296
807.0,807.0,0.010999855
808.0,808.0,0.122429356
809.0,809.0,0.10849595
810.0,810.0,0.024528103
811.0,811.0,0.5983928
812.0,812.0,0.49519616
813.0,813.0,0.004903756
814.0,814.0,0.5265176
815.0,815.0,0.5517619
816.0,816.0,0.5420185
817.0,817.0,0.08949489
818.0,818.0,0.010385991
819.0,819.0,0.005181432
820.0,820.0,0.03804628
821.0,821.0,0.5593969
822.0,822.0,0.2762649
823.0,823.0,0.029141078
824.0,824.0,0.75693065
825.0,825.0,0.057316754
826.0,826.0,0.6822269
827.0,827.0,0.0050385096
828.0,828.0,0.39757675
829.0,829.0,0.01989778
830.0,830.0,0.6345138
831.0,831.0,0.0012090245
832.0,832.0,0.54158294
833.0,833.0,0.43140256
834.0,834.0,0.06686748
835.0,835.0,0.029279897
836.0,836.0,0.7406507
837.0,837.0,0.35407266
838.0,838.0,0.34764162
839.0,839.0,0.012681782
840.0,840.0,0.34097165
841.0,841.0,0.27502865
842.0,842.0,0.016791193
843.0,843.0,0.49848896
844.0,844.0,9.6214603E-4
845.0,845.0,0.2975119
846.0,846.0,0.02255615
847.0,847.0,0.031946074
848.0,848.0,0.025310973
849.0,849.0,0.0017669367
850.0,850.0,0.014292728
851.0,851.0,0.0038811658
852.0,852.0,0.08035852
853.0,853.0,0.52790034
854.0,854.0,0.42465776
855.0,855.0,0.63478017
856.0,856.0,0.0063639255
857.0,857.0,0.8999823
858.0,858.0,0.16563994
859.0,859.0,0.011434099
860.0,860.0,0.60374355
861.0,861.0,0.3394409
862.0,862.0,0.004975181
863.0,863.0,0.09983618
864.0,864.0,0.7103523
865.0,865.0,0.14612614
866.0,866.0,0.07728991
867.0,867.0,0.0101864245
868.0,868.0,0.21836366
869.0,869.0,0.6729217
870.0,870.0,0.1313054
871.0,871.0,0.8922975
872.0,872.0,0.14582188
873.0,873.0,0.009225363
874.0,874.0,0.83552366
875.0,875.0,0.046966247
876.0,876.0,0.0013558607
877.0,877.0,0.072118245
878.0,878.0,0.042087648
879.0,879.0,0.114530616
880.0,880.0,0.82258224
881.0,881.0,0.09281077
882.0,882.0,0.008599829
883.0,883.0,0.673221
884.0,884.0,0.0016812742
885.0,885.0,0.7838979
886.0,886.0,0.019742977
887.0,887.0,0.31609982
888.0,888.0,0.3257216
889.0,889.0,0.46688417
890.0,890.0,0.00901587
891.0,891.0,0.31509668
892.0,892.0,0.39192593
893.0,893.0,0.0057587
894.0,894.0,0.018328752
895.0,895.0,0.035446767
896.0,896.0,0.0012201024
897.0,897.0,0.03880703
898.0,898.0,0.008901982
899.0,899.0,0.6965044
900.0,900.0,0.8900375
901.0,901.0,0.1798476
902.0,902.0,0.12955783
903.0,903.0,0.17037389
904.0,904.0,0.6713203
905.0,905.0,0.09108369
906.0,906.0,0.23382726
907.0,907.0,0.7645404
908.0,908.0,0.029169904
909.0,909.0,0.70963675
910.0,910.0,0.6036758
911.0,911.0,0.009455575
912.0,912.0,0.0068539907
913.0,913.0,0.69552493
914.0,914.0,0.4211707
915.0,915.0,0.17391065
916.0,916.0,0.64607906
917.0,917.0,0.643857
918.0,918.0,0.8442579
919.0,919.0,0.0023787795
920.0,920.0,0.0074642655
921.0,921.0,0.82010645
922.0,922.0,0.05394142
923.0,923.0,0.049104616
924.0,924.0,0.4161128
925.0,925.0,0.3727894
926.0,926.0,0.37955052
927.0,927.0,0.05065867
928.0,928.0,0.79912263
929.0,929.0,0.17095898
930.0,930.0,0.053020973
931.0,931.0,0.70598155
932.0,932.0,0.0013573358
933.0,933.0,0.05798431
934.0,934.0,0.22768971
935.0,935.0,0.19002809
936.0,936.0,0.06214411
937.0,937.0,0.68151164
938.0,938.0,0.01091611
939.0,939.0,0.026448265
940.0,940.0,0.33061
941.0,941.0,0.27651435
942.0,942.0,0.19142824
943.0,943.0,0.0011884453
944.0,944.0,0.047084223
945.0,945.0,0.5257272
946.0,946.0,0.0047839284
947.0,947.0,0.21127911
948.0,948.0,0.026919639
949.0,949.0,0.023554772
950.0,950.0,0.07671923
951.0,951.0,0.5211215
952.0,952.0,0.02815663
953.0,953.0,0.53550524
954.0,954.0,0.0076938844
955.0,955.0,0.0012064722
956.0,956.0,0.514892
957.0,957.0,0.4457204
958.0,958.0,0.47165158
959.0,959.0,0.31615448
960.0,960.0,0.638888
961.0,961.0,0.029638998
962.0,962.0,0.45506805
963.0,963.0,0.43582365
964.0,964.0,0.022233283
965.0,965.0,0.011378866
966.0,966.0,0.619633
967.0,967.0,0.043176126
968.0,968.0,0.010118983
969.0,969.0,0.0029672836
970.0,970.0,0.6560428
971.0,971.0,0.029536175
972.0,972.0,0.4636255
973.0,973.0,0.44086605
974.0,974.0,0.0028874946
975.0,975.0,0.021113837
976.0,976.0,0.7437077
977.0,977.0,0.014738798
978.0,978.0,0.0010018701
979.0,979.0,9.98254E-4
980.0,980.0,0.09474206
981.0,981.0,0.86595166
982.0,982.0,0.05032579
983.0,983.0,0.37349978
984.0,984.0,0.034822628
985.0,985.0,0.63845867
986.0,986.0,0.013780773
987.0,987.0,0.4523227
988.0,988.0,0.01948338
