x,y,species cloglog values
989.0,989.0,0.02452259
990.0,990.0,0.15597214
991.0,991.0,0.023920843
992.0,992.0,0.7375375
993.0,993.0,0.67966586
994.0,994.0,0.43572557
995.0,995.0,0.25967842
996.0,996.0,0.6100995
997.0,997.0,0.022804247
998.0,998.0,0.8529775
999.0,999.0,0.12359361
1000.0,1000.0,0.13098904
1001.0,1001.0,0.04035993
1002.0,1002.0,0.5246913
1003.0,1003.0,0.021513058
1004.0,1004.0,0.5357907
1005.0,1005.0,0.011777456
1006.0,1006.0,0.42818972
1007.0,1007.0,0.39285076
1008.0,1008.0,0.9934974
1009.0,1009.0,0.0077708694
1010.0,1010.0,0.039830107
1011.0,1011.0,0.92465824
1012.0,1012.0,0.7643398
1013.0,1013.0,0.012866753
1014.0,1014.0,0.07509553
1015.0,1015.0,0.124377266
1016.0,1016.0,0.5540306
1017.0,1017.0,0.8565044
1018.0,1018.0,0.19879307
1019.0,1019.0,0.6541997
1020.0,1020.0,0.66248906
1021.0,1021.0,0.62140566
1022.0,1022.0,0.04375684
1023.0,1023.0,0.0076172594
1024.0,1024.0,0.031134367
1025.0,1025.0,0.64909387
1026.0,1026.0,0.0011173022
1027.0,1027.0,0.019789914
1028.0,1028.0,0.48320803
1029.0,1029.0,0.48627058
1030.0,1030.0,0.025386598
1031.0,1031.0,0.03882492
1032.0,1032.0,0.16975147
1033.0,1033.0,0.84675014
1034.0,1034.0,0.10007112
1035.0,1035.0,0.28780517
1036.0,1036.0,0.014818418
1037.0,1037.0,0.030268623
1038.0,1038.0,0.042140484
1039.0,1039.0,0.52849966
1040.0,1040.0,0.020237401
1041.0,1041.0,0.0026556095
1042.0,1042.0,0.007279557
1043.0,1043.0,0.023242764
1044.0,1044.0,0.0022633537
1045.0,1045.0,0.06396851
1046.0,1046.0,0.07449911
1047.0,1047.0,0.8971354
1048.0,1048.0,0.0395953
1049.0,1049.0,0.16888183
1050.0,1050.0,0.6263733
1051.0,1051.0,0.5823515
1052.0,1052.0,0.6799302
1053.0,1053.0,0.82411236
1054.0,1054.0,0.014692859
1055.0,1055.0,0.001023479
1056.0,1056.0,0.005446206
1057.0,1057.0,0.07176802
1058.0,1058.0,0.5172618
1059.0,1059.0,0.006101235
1060.0,1060.0,0.5581672
1061.0,1061.0,0.019203775
1062.0,1062.0,0.59426796
1063.0,1063.0,0.6953206
1064.0,1064.0,0.63702524
1065.0,1065.0,0.029999476
1066.0,1066.0,0.012987907
1067.0,1067.0,0.0065162573
1068.0,1068.0,0.014958444
1069.0,1069.0,0.46146235
1070.0,1070.0,0.43838853
1071.0,1071.0,0.15541619
1072.0,1072.0,0.45104268
1073.0,1073.0,0.4625534
1074.0,1074.0,0.0014658569
1075.0,1075.0,0.019129358
1076.0,1076.0,0.011440249
1077.0,1077.0,0.8910325
1078.0,1078.0,0.025908496
1079.0,1079.0,0.93718493
1080.0,1080.0,0.5227117
1081.0,1081.0,0.74586666
1082.0,1082.0,0.733227
1083.0,1083.0,0.11628164
1084.0,1084.0,0.032339696
1085.0,1085.0,0.83767885
1086.0,1086.0,0.033818074
1087.0,1087.0,0.021840671
1088.0,1088.0,4.8369923E-4
1089.0,1089.0,0.17280602
1090.0,1090.0,0.37892836
1091.0,1091.0,0.8688109
1092.0,1092.0,0.47101772
1093.0,1093.0,0.041374866
1094.0,1094.0,0.011920553
1095.0,1095.0,0.0027281165
1096.0,1096.0,0.46197715
1097.0,1097.0,0.0035291282
1098.0,1098.0,0.01089871
1099.0,1099.0,0.12118677
1100.0,1100.0,0.8404968
1101.0,1101.0,0.017990438
1102.0,1102.0,0.49072176
1103.0,1103.0,0.59629565
1104.0,1104.0,0.62460876
1105.0,1105.0,0.43345785
1106.0,1106.0,0.006391777
1107.0,1107.0,0.0071181855
1108.0,1108.0,0.0056675845
1109.0,1109.0,0.02416569
1110.0,1110.0,0.29957142
1111.0,1111.0,0.007661089
1112.0,1112.0,0.45684856
1113.0,1113.0,0.00536246
1114.0,1114.0,0.16898502
1115.0,1115.0,0.6521632
1116.0,1116.0,0.023676641
1117.0,1117.0,0.6419899
1118.0,1118.0,0.7890182
1119.0,1119.0,0.0122923795
1120.0,1120.0,0.0014554191
1121.0,1121.0,0.22725697
1122.0,1122.0,0.23491818
1123.0,1123.0,0.60241115
1124.0,1124.0,0.66124576
1125.0,1125.0,0.011925579
1126.0,1126.0,0.003108774
1127.0,1127.0,0.012819082
1128.0,1128.0,0.1205671
1129.0,1129.0,0.080117345
1130.0,1130.0,0.045589782
1131.0,1131.0,0.13403672
1132.0,1132.0,0.6536547
1133.0,1133.0,0.77455866
1134.0,1134.0,0.03285338
1135.0,1135.0,0.006332299
1136.0,1136.0,0.5935149
1137.0,1137.0,0.012310711
1138.0,1138.0,0.022880783
1139.0,1139.0,0.05740736
1140.0,1140.0,0.015378403
1141.0,1141.0,0.8341809
1142.0,1142.0,0.0037415556
1143.0,1143.0,0.0021635767
1144.0,1144.0,0.008546569
1145.0,1145.0,0.02564637
1146.0,1146.0,0.7113456
1147.0,1147.0,0.5323382
1148.0,1148.0,0.05024007
1149.0,1149.0,0.0295479
1150.0,1150.0,0.01809077
1151.0,1151.0,0.27078742
1152.0,1152.0,0.68765396
1153.0,1153.0,0.3766265
1154.0,1154.0,0.21323682
1155.0,1155.0,0.030332575
1156.0,1156.0,0.8581426
1157.0,1157.0,0.11259017
1158.0,1158.0,0.40989372
1159.0,1159.0,0.26067254
1160.0,1160.0,0.003617117
1161.0,1161.0,0.58618855
1162.0,1162.0,0.039955154
1163.0,1163.0,0.12310554
1164.0,1164.0,0.0024809313
1165.0,1165.0,0.023849199
1166.0,1166.0,0.8699361
1167.0,1167.0,0.4466492
1168.0,1168.0,0.5054597
1169.0,1169.0,0.008158146
1170.0,1170.0,0.015276778
1171.0,1171.0,0.026551373
1172.0,1172.0,0.036118366
1173.0,1173.0,0.6783847
1174.0,1174.0,0.6018166
1175.0,1175.0,0.8661327
1176.0,1176.0,0.0042104675
1177.0,1177.0,0.005623656
1178.0,1178.0,0.014087725
1179.0,1179.0,0.0018562524
1180.0,1180.0,0.0076565295
1181.0,1181.0,0.6710721
1182.0,1182.0,0.65928465
1183.0,1183.0,0.0055632233
1184.0,1184.0,0.5728167
1185.0,1185.0,0.028148139
1186.0,1186.0,0.15879484
1187.0,1187.0,0.7744372
1188.0,1188.0,0.74075043
1189.0,1189.0,0.0030231376
1190.0,1190.0,0.0050536185
1191.0,1191.0,0.010965265
1192.0,1192.0,0.42670786
1193.0,1193.0,0.066990025
1194.0,1194.0,0.22729883
1195.0,1195.0,0.030865781
1196.0,1196.0,0.22893204
1197.0,1197.0,0.0193746
1198.0,1198.0,0.50191873
1199.0,1199.0,0.0071590496
1200.0,1200.0,0.3183402
1201.0,1201.0,0.0024155942
1202.0,1202.0,0.20980544
1203.0,1203.0,0.0022976687
1204.0,1204.0,0.022474982
1205.0,1205.0,0.0015884335
1206.0,1206.0,0.002690856
1207.0,1207.0,0.18356875
1208.0,1208.0,0.32661298
1209.0,1209.0,0.08555032
1210.0,1210.0,0.0019206913
1211.0,1211.0,0.9196993
1212.0,1212.0,0.7993106
1213.0,1213.0,0.39166114
1214.0,1214.0,0.027838795
1215.0,1215.0,0.17038442
1216.0,1216.0,0.5174125
1217.0,1217.0,0.22537196
1218.0,1218.0,6.367375E-4
1219.0,1219.0,0.77569675
1220.0,1220.0,0.83688587
1221.0,1221.0,0.009080463
1222.0,1222.0,0.118076526
1223.0,1223.0,0.0045782533
1224.0,1224.0,0.6453818
1225.0,1225.0,0.077407286
1226.0,1226.0,0.48053488
1227.0,1227.0,0.41249827
1228.0,1228.0,0.81107354
1229.0,1229.0,0.00548688
1230.0,1230.0,0.02462598
1231.0,1231.0,0.3587764
1232.0,1232.0,0.19506222
1233.0,1233.0,0.0032639923
1234.0,1234.0,0.09899351
1235.0,1235.0,0.016425187
1236.0,1236.0,0.00834317
1237.0,1237.0,0.106714405
1238.0,1238.0,0.00842166
1239.0,1239.0,0.27367008
1240.0,1240.0,0.5911039
1241.0,1241.0,0.4486687
1242.0,1242.0,0.45320517
1243.0,1243.0,0.48897114
1244.0,1244.0,0.58747923
1245.0,1245.0,0.24092525
1246.0,1246.0,0.6418729
1247.0,1247.0,0.37811822
1248.0,1248.0,0.5594772
1249.0,1249.0,0.11796589
1250.0,1250.0,0.03966061
1251.0,1251.0,0.013767404
1252.0,1252.0,0.30429864
1253.0,1253.0,0.46229917
1254.0,1254.0,0.0010793295
1255.0,1255.0,0.0013177085
1256.0,1256.0,0.0768894
1257.0,1257.0,8.208921E-4
1258.0,1258.0,0.06894555
1259.0,1259.0,0.633714
1260.0,1260.0,0.2548691
1261.0,1261.0,0.89175844
1262.0,1262.0,0.26214692
1263.0,1263.0,0.104552306
1264.0,1264.0,0.024925537
1265.0,1265.0,0.010253585
1266.0,1266.0,0.5100838
1267.0,1267.0,0.07893651
1268.0,1268.0,0.604079
1269.0,1269.0,0.12557444
1270.0,1270.0,0.110491954
1271.0,1271.0,0.0027885037
1272.0,1272.0,0.05585087
1273.0,1273.0,0.4085535
1274.0,1274.0,0.52623916
1275.0,1275.0,0.4375793
1276.0,1276.0,0.0017717332
1277.0,1277.0,0.023454973
1278.0,1278.0,0.028580425
1279.0,1279.0,0.0053345105
1280.0,1280.0,0.3518636
1281.0,1281.0,0.29532677
1282.0,1282.0,0.0075982665
1283.0,1283.0,0.0051677804
1284.0,1284.0,0.010263085
1285.0,1285.0,0.033645846
1286.0,1286.0,0.4870263
1287.0,1287.0,0.0015812013
1288.0,1288.0,0.7831336
1289.0,1289.0,0.034756936
1290.0,1290.0,0.22178721
1291.0,1291.0,0.0055664172
1292.0,1292.0,0.45503172
1293.0,1293.0,0.650633
1294.0,1294.0,0.011963162
1295.0,1295.0,0.3432259
1296.0,1296.0,0.44535935
1297.0,1297.0,0.07004044
1298.0,1298.0,0.49981642
1299.0,1299.0,0.6332934
1300.0,1300.0,0.026848838
1301.0,1301.0,0.05597794
1302.0,1302.0,0.04445281
1303.0,1303.0,0.04117157
1304.0,1304.0,0.11021635
1305.0,1305.0,0.14417507
1306.0,1306.0,0.07399823
1307.0,1307.0,0.0056759585
1308.0,1308.0,0.2665004
1309.0,1309.0,0.7262557
1310.0,1310.0,0.06651616
1311.0,1311.0,0.018480036
1312.0,1312.0,0.366755
1313.0,1313.0,0.022211207
1314.0,1314.0,0.03128709
1315.0,1315.0,0.54571897
1316.0,1316.0,0.34691077
1317.0,1317.0,0.22737235
1318.0,1318.0,0.22791167
1319.0,1319.0,0.014135623
1320.0,1320.0,0.7751519
1321.0,1321.0,0.008808872
1322.0,1322.0,0.38009867
1323.0,1323.0,0.014032164
1324.0,1324.0,0.016424589
1325.0,1325.0,0.017044347
1326.0,1326.0,0.0010027186
1327.0,1327.0,0.36058724
1328.0,1328.0,0.0022654133
1329.0,1329.0,0.06823815
1330.0,1330.0,0.05927569
1331.0,1331.0,0.029204577
1332.0,1332.0,0.0017188188
1333.0,1333.0,0.004615947
1334.0,1334.0,0.0068666884
1335.0,1335.0,0.023684302
1336.0,1336.0,0.19500215
1337.0,1337.0,0.008192255
1338.0,1338.0,0.33427563
1339.0,1339.0,0.8055445
1340.0,1340.0,0.62521106
1341.0,1341.0,0.2601594
1342.0,1342.0,0.61589104
1343.0,1343.0,0.7787967
1344.0,1344.0,0.35155278
1345.0,1345.0,0.5605409
1346.0,1346.0,0.0023959589
1347.0,1347.0,0.59444875
1348.0,1348.0,0.4491786
1349.0,1349.0,0.94220597
1350.0,1350.0,0.02124308
1351.0,1351.0,0.21368743
1352.0,1352.0,0.5095137
1353.0,1353.0,0.024513643
1354.0,1354.0,0.01730689
1355.0,1355.0,0.01665859
1356.0,1356.0,0.15341383
1357.0,1357.0,0.43641004
1358.0,1358.0,0.0397236
1359.0,1359.0,0.07596035
1360.0,1360.0,0.007720241
1361.0,1361.0,0.25844502
1362.0,1362.0,0.010401891
1363.0,1363.0,0.13979869
1364.0,1364.0,0.06491441
1365.0,1365.0,0.63599783
1366.0,1366.0,0.28620094
1367.0,1367.0,0.35311374
1368.0,1368.0,0.04833161
1369.0,1369.0,0.001947523
1370.0,1370.0,0.023174187
1371.0,1371.0,0.0023320222
1372.0,1372.0,0.47853166
1373.0,1373.0,0.09524005
1374.0,1374.0,0.32225904
1375.0,1375.0,0.38600883
1376.0,1376.0,0.047814324
1377.0,1377.0,0.04279633
1378.0,1378.0,0.026545536
1379.0,1379.0,0.0028997129
1380.0,1380.0,0.24679506
1381.0,1381.0,0.0024234222
1382.0,1382.0,0.010754367
1383.0,1383.0,0.091920994
1384.0,1384.0,0.76627207
1385.0,1385.0,0.624719
1386.0,1386.0,0.39863384
1387.0,1387.0,0.94162834
1388.0,1388.0,0.03423386
1389.0,1389.0,0.45350257
1390.0,1390.0,0.8549446
1391.0,1391.0,0.022743957
1392.0,1392.0,0.5378391
1393.0,1393.0,0.011375585
1394.0,1394.0,0.0036852357
1395.0,1395.0,0.56717914
1396.0,1396.0,0.86570966
1397.0,1397.0,0.019642025
1398.0,1398.0,0.6334809
1399.0,1399.0,0.005846109
1400.0,1400.0,0.001595198
1401.0,1401.0,0.033231933
1402.0,1402.0,0.73817796
1403.0,1403.0,1.5817143E-4
1404.0,1404.0,0.013574253
1405.0,1405.0,0.025953956
1406.0,1406.0,0.012835633
1407.0,1407.0,0.04671513
1408.0,1408.0,0.9431065
1409.0,1409.0,0.5383472
1410.0,1410.0,0.010332267
1411.0,1411.0,0.0011073353
1412.0,1412.0,0.32690704
1413.0,1413.0,0.01994217
1414.0,1414.0,0.102721825
1415.0,1415.0,0.20328723
1416.0,1416.0,0.026080715
1417.0,1417.0,0.13807958
1418.0,1418.0,0.010546824
1419.0,1419.0,0.006426601
1420.0,1420.0,0.76809764
1421.0,1421.0,0.01290212
1422.0,1422.0,0.005070148
1423.0,1423.0,0.626766
1424.0,1424.0,0.109680034
1425.0,1425.0,0.55993533
1426.0,1426.0,0.5621489
1427.0,1427.0,0.016698534
1428.0,1428.0,0.5559388
1429.0,1429.0,0.021324072
1430.0,1430.0,0.45839924
1431.0,1431.0,0.0012149742
1432.0,1432.0,0.008974034
1433.0,1433.0,0.66318434
1434.0,1434.0,0.001477334
1435.0,1435.0,0.09966671
1436.0,1436.0,0.4945143
1437.0,1437.0,0.017249797
1438.0,1438.0,0.002269613
1439.0,1439.0,0.03232546
1440.0,1440.0,0.021786764
1441.0,1441.0,0.022410907
1442.0,1442.0,0.317416
1443.0,1443.0,0.015100857
1444.0,1444.0,0.28334704
1445.0,1445.0,0.9279007
1446.0,1446.0,8.737452E-4
1447.0,1447.0,0.021140438
1448.0,1448.0,0.69701195
1449.0,1449.0,0.08332793
1450.0,1450.0,0.63981164
1451.0,1451.0,0.16133897
1452.0,1452.0,0.07590592
1453.0,1453.0,0.008408416
1454.0,1454.0,0.0011696997
1455.0,1455.0,0.036142305
1456.0,1456.0,0.0020949894
1457.0,1457.0,0.0058588213
1458.0,1458.0,0.6930082
1459.0,1459.0,0.6375882
1460.0,1460.0,0.5683825
1461.0,1461.0,0.6275947
1462.0,1462.0,0.34368327
1463.0,1463.0,0.015513362
1464.0,1464.0,0.10345369
1465.0,1465.0,0.8667442
1466.0,1466.0,0.0065958365
1467.0,1467.0,0.05897875
1468.0,1468.0,0.60828227
1469.0,1469.0,0.009058796
1470.0,1470.0,0.0062413644
1471.0,1471.0,0.29197666
1472.0,1472.0,0.0011641659
1473.0,1473.0,0.59963745
1474.0,1474.0,0.023474835
1475.0,1475.0,0.11065781
1476.0,1476.0,0.010508106
1477.0,1477.0,0.47305915
1478.0,1478.0,0.030526033
1479.0,1479.0,0.006012862
1480.0,1480.0,0.013082881
1481.0,1481.0,0.27330557
1482.0,1482.0,0.4811029
1483.0,1483.0,2.983985E-4
1484.0,1484.0,0.034649394
1485.0,1485.0,0.017156186
1486.0,1486.0,0.4986357
1487.0,1487.0,0.012588499
1488.0,1488.0,0.016614085
1489.0,1489.0,0.112945504
1490.0,1490.0,0.07495788
1491.0,1491.0,0.015969392
1492.0,1492.0,0.4924535
1493.0,1493.0,0.03961817
1494.0,1494.0,0.04880797
1495.0,1495.0,0.2952336
1496.0,1496.0,0.79789656
1497.0,1497.0,0.5792912
1498.0,1498.0,0.4892436
1499.0,1499.0,0.78416
1500.0,1500.0,0.104790896
1501.0,1501.0,0.57946235
1502.0,1502.0,0.026440144
1503.0,1503.0,0.2387475
1504.0,1504.0,0.15552856
1505.0,1505.0,0.039053947
1506.0,1506.0,0.006232561
1507.0,1507.0,0.40869892
1508.0,1508.0,0.009475196
1509.0,1509.0,0.013562159
1510.0,1510.0,0.19524187
1511.0,1511.0,0.57061845
1512.0,1512.0,0.15433438
1513.0,1513.0,0.01013201
1514.0,1514.0,0.41118088
1515.0,1515.0,0.051215705
1516.0,1516.0,0.4977137
1517.0,1517.0,0.124505594
1518.0,1518.0,0.014733572
1519.0,1519.0,0.027979285
1520.0,1520.0,0.07609512
1521.0,1521.0,0.89093655
1522.0,1522.0,0.3662993
1523.0,1523.0,0.50292516
1524.0,1524.0,0.39072332
1525.0,1525.0,0.0019951495
1526.0,1526.0,0.05415267
1527.0,1527.0,0.021199606
1528.0,1528.0,0.7394004
1529.0,1529.0,0.005455869
1530.0,1530.0,0.6689039
1531.0,1531.0,0.012272903
1532.0,1532.0,0.020477755
1533.0,1533.0,6.1568816E-4
1534.0,1534.0,0.16556296
1535.0,1535.0,0.82282084
1536.0,1536.0,0.0057735066
1537.0,1537.0,0.011945466
1538.0,1538.0,0.024716914
1539.0,1539.0,0.13627039
1540.0,1540.0,0.68303424
1541.0,1541.0,0.046908434
1542.0,1542.0,0.0060185743
1543.0,1543.0,0.005853851
1544.0,1544.0,0.4843731
1545.0,1545.0,0.42829382
1546.0,1546.0,0.49116328
1547.0,1547.0,0.062802576
1548.0,1548.0,0.50372416
1549.0,1549.0,0.015711438
1550.0,1550.0,0.009730603
1551.0,1551.0,0.6871026
1552.0,1552.0,0.9543923
1553.0,1553.0,0.4398517
1554.0,1554.0,0.5159
1555.0,1555.0,0.046245713
1556.0,1556.0,0.0033404578
1557.0,1557.0,0.5708503
1558.0,1558.0,0.013245755
1559.0,1559.0,0.6649349
1560.0,1560.0,0.6071836
1561.0,1561.0,0.0020282306
1562.0,1562.0,0.42655835
1563.0,1563.0,0.028547052
1564.0,1564.0,0.7966751
1565.0,1565.0,0.3479989
1566.0,1566.0,0.04163126
1567.0,1567.0,0.013546657
1568.0,1568.0,0.070972905
1569.0,1569.0,0.012815967
1570.0,1570.0,0.0032892604
1571.0,1571.0,0.6729139
1572.0,1572.0,0.40344715
1573.0,1573.0,0.7867575
1574.0,1574.0,0.004277097
1575.0,1575.0,0.27531534
1576.0,1576.0,0.6186768
1577.0,1577.0,0.15676983
1578.0,1578.0,0.5651178
1579.0,1579.0,0.006647131
1580.0,1580.0,0.3856544
1581.0,1581.0,0.18266493
1582.0,1582.0,0.010110991
1583.0,1583.0,0.0030624324
1584.0,1584.0,0.22140701
1585.0,1585.0,0.42644885
1586.0,1586.0,0.043143008
1587.0,1587.0,0.014314682
1588.0,1588.0,0.6620268
1589.0,1589.0,0.72931665
1590.0,1590.0,0.014411886
1591.0,1591.0,0.0081257345
1592.0,1592.0,0.24474812
1593.0,1593.0,0.5250334
1594.0,1594.0,0.0010333183
1595.0,1595.0,0.07404335
1596.0,1596.0,0.021393066
1597.0,1597.0,0.037807036
1598.0,1598.0,0.0046535544
1599.0,1599.0,0.69718224
1600.0,1600.0,0.0074543925
1601.0,1601.0,0.5249888
1602.0,1602.0,0.016421013
1603.0,1603.0,0.016543003
1604.0,1604.0,0.034533903
1605.0,1605.0,0.3951536
1606.0,1606.0,0.43896762
1607.0,1607.0,0.078111045
1608.0,1608.0,0.41777787
1609.0,1609.0,0.37729377
1610.0,1610.0,0.5766198
1611.0,1611.0,0.025642168
1612.0,1612.0,0.007403275
1613.0,1613.0,0.011109975
1614.0,1614.0,0.68405974
1615.0,1615.0,0.5321605
1616.0,1616.0,0.021124544
1617.0,1617.0,0.015621012
1618.0,1618.0,0.08875899
1619.0,1619.0,0.0011824907
1620.0,1620.0,0.068604045
1621.0,1621.0,0.2589217
1622.0,1622.0,0.008000739
1623.0,1623.0,0.014961136
1624.0,1624.0,0.5927363
1625.0,1625.0,0.024565639
1626.0,1626.0,0.3416689
1627.0,1627.0,0.011317125
1628.0,1628.0,0.8144709
1629.0,1629.0,0.1004438
1630.0,1630.0,0.0058089267
1631.0,1631.0,0.7111803
1632.0,1632.0,0.6605697
1633.0,1633.0,0.16037798
1634.0,1634.0,0.006160137
1635.0,1635.0,0.0031378816
1636.0,1636.0,0.0040539126
1637.0,1637.0,0.009109903
1638.0,1638.0,0.1989889
1639.0,1639.0,0.007913767
1640.0,1640.0,0.0011999104
1641.0,1641.0,0.005401525
1642.0,1642.0,0.5100575
1643.0,1643.0,0.15498292
1644.0,1644.0,0.01869599
1645.0,1645.0,0.47439963
1646.0,1646.0,0.42375657
1647.0,1647.0,0.43111712
1648.0,1648.0,0.030804897
1649.0,1649.0,0.007422085
1650.0,1650.0,0.62531185
1651.0,1651.0,0.005213732
1652.0,1652.0,0.017524818
1653.0,1653.0,0.008626984
1654.0,1654.0,0.10968553
1655.0,1655.0,5.3087797E-4
1656.0,1656.0,0.0026299013
1657.0,1657.0,0.07545461
1658.0,1658.0,0.7868244
1659.0,1659.0,0.30243984
1660.0,1660.0,0.013540133
1661.0,1661.0,0.35753575
1662.0,1662.0,0.39462984
1663.0,1663.0,0.15933323
1664.0,1664.0,0.02610211
1665.0,1665.0,0.03330881
1666.0,1666.0,0.5964264
1667.0,1667.0,0.08687846
1668.0,1668.0,0.11155145
1669.0,1669.0,0.010366025
1670.0,1670.0,0.0035367233
1671.0,1671.0,0.009382951
1672.0,1672.0,0.07225876
1673.0,1673.0,0.010855875
1674.0,1674.0,0.0046676924
1675.0,1675.0,0.012402242
1676.0,1676.0,0.78191775
1677.0,1677.0,0.037906136
1678.0,1678.0,0.22226407
1679.0,1679.0,0.026062192
1680.0,1680.0,0.01017629
1681.0,1681.0,0.6484119
1682.0,1682.0,0.24339662
1683.0,1683.0,0.8018911
1684.0,1684.0,0.007452672
1685.0,1685.0,0.018029751
1686.0,1686.0,0.00805784
1687.0,1687.0,0.028882848
1688.0,1688.0,0.25924924
1689.0,1689.0,0.07035187
1690.0,1690.0,0.5498445
1691.0,1691.0,0.3720685
1692.0,1692.0,0.03621279
1693.0,1693.0,0.025367806
1694.0,1694.0,0.16188648
1695.0,1695.0,0.4888077
1696.0,1696.0,0.019638749
1697.0,1697.0,0.16620795
1698.0,1698.0,0.010248418
1699.0,1699.0,0.12065912
1700.0,1700.0,0.027631044
1701.0,1701.0,0.022972768
1702.0,1702.0,0.26673093
1703.0,1703.0,0.15848295
1704.0,1704.0,0.019833868
1705.0,1705.0,0.16699408
1706.0,1706.0,0.4331618
1707.0,1707.0,0.47400174
1708.0,1708.0,0.018737096
1709.0,1709.0,0.0663434
1710.0,1710.0,0.5676021
1711.0,1711.0,0.90801185
1712.0,1712.0,0.001771641
1713.0,1713.0,0.7342501
1714.0,1714.0,0.024408562
1715.0,1715.0,0.017129138
1716.0,1716.0,0.30013943
1717.0,1717.0,0.7553071
1718.0,1718.0,0.49183437
1719.0,1719.0,0.004278532
1720.0,1720.0,0.0047573205
1721.0,1721.0,0.60086954
1722.0,1722.0,0.0799171
1723.0,1723.0,0.036236275
1724.0,1724.0,0.019888896
1725.0,1725.0,0.1728681
1726.0,1726.0,0.5626626
1727.0,1727.0,0.010030221
1728.0,1728.0,0.62508875
1729.0,1729.0,0.057897035
1730.0,1730.0,0.012924769
1731.0,1731.0,0.10265705
1732.0,1732.0,0.008380328
1733.0,1733.0,7.58506E-4
1734.0,1734.0,0.67806923
1735.0,1735.0,0.739157
1736.0,1736.0,0.1274483
1737.0,1737.0,0.04399486
1738.0,1738.0,0.009454699
1739.0,1739.0,0.2308507
1740.0,1740.0,0.16838932
1741.0,1741.0,0.007843384
1742.0,1742.0,0.0028334784
1743.0,1743.0,0.55621797
1744.0,1744.0,0.0022132592
1745.0,1745.0,0.77949506
1746.0,1746.0,0.10906261
1747.0,1747.0,0.020728286
1748.0,1748.0,0.030438127
1749.0,1749.0,0.037426133
1750.0,1750.0,0.0026094753
1751.0,1751.0,0.0081712175
1752.0,1752.0,0.24013409
1753.0,1753.0,0.004768349
1754.0,1754.0,0.47234225
1755.0,1755.0,0.0048516025
1756.0,1756.0,0.43272838
1757.0,1757.0,0.1624914
1758.0,1758.0,0.46325248
1759.0,1759.0,0.013592044
1760.0,1760.0,0.013700549
1761.0,1761.0,0.4648952
1762.0,1762.0,0.1469944
1763.0,1763.0,0.67601496
1764.0,1764.0,0.4948705
1765.0,1765.0,0.5844269
1766.0,1766.0,4.4218235E-4
1767.0,1767.0,0.03384153
1768.0,1768.0,0.0012308573
1769.0,1769.0,0.87034434
1770.0,1770.0,0.2202396
1771.0,1771.0,0.027448915
1772.0,1772.0,0.5848928
1773.0,1773.0,0.41891557
1774.0,1774.0,0.61316174
1775.0,1775.0,0.04339707
1776.0,1776.0,0.56512815
1777.0,1777.0,0.531598
1778.0,1778.0,0.003334511
1779.0,1779.0,0.0071519804
1780.0,1780.0,0.7349849
1781.0,1781.0,0.023510596
1782.0,1782.0,5.648742E-4
1783.0,1783.0,0.495726
1784.0,1784.0,0.014732254
1785.0,1785.0,0.031688005
1786.0,1786.0,0.032660566
1787.0,1787.0,0.5790223
1788.0,1788.0,0.02359294
1789.0,1789.0,0.04815344
1790.0,1790.0,0.42943332
1791.0,1791.0,0.81489414
1792.0,1792.0,0.001909146
1793.0,1793.0,0.34863284
1794.0,1794.0,0.057880662
1795.0,1795.0,0.10645845
1796.0,1796.0,0.8391118
1797.0,1797.0,0.13428435
1798.0,1798.0,0.0036221265
1799.0,1799.0,0.021772007
1800.0,1800.0,0.16974035
1801.0,1801.0,0.024794953
1802.0,1802.0,0.1213251
1803.0,1803.0,0.020456882
1804.0,1804.0,0.03896256
1805.0,1805.0,0.711002
1806.0,1806.0,0.5624528
1807.0,1807.0,0.7290555
1808.0,1808.0,0.8682663
1809.0,1809.0,0.32180014
1810.0,1810.0,0.011884885
1811.0,1811.0,0.84896505
1812.0,1812.0,0.42434064
1813.0,1813.0,0.07585562
1814.0,1814.0,0.011978724
1815.0,1815.0,0.8355375
1816.0,1816.0,0.44185182
1817.0,1817.0,0.1034121
1818.0,1818.0,0.6151604
1819.0,1819.0,0.12912033
1820.0,1820.0,8.6076726E-4
1821.0,1821.0,0.02268539
1822.0,1822.0,0.69671494
1823.0,1823.0,0.45848638
1824.0,1824.0,0.0064907023
1825.0,1825.0,0.014192537
1826.0,1826.0,0.60842425
1827.0,1827.0,0.4138331
1828.0,1828.0,0.9086447
1829.0,1829.0,0.639904
1830.0,1830.0,0.040298607
1831.0,1831.0,0.17163356
1832.0,1832.0,0.1661614
1833.0,1833.0,0.40943965
1834.0,1834.0,0.3775183
1835.0,1835.0,0.30695674
1836.0,1836.0,0.023778986
1837.0,1837.0,0.001241775
1838.0,1838.0,0.01582724
1839.0,1839.0,0.008465951
1840.0,1840.0,0.02416683
1841.0,1841.0,0.63688713
1842.0,1842.0,0.3863844
1843.0,1843.0,0.013500737
1844.0,1844.0,0.045036796
1845.0,1845.0,0.4241197
1846.0,1846.0,0.6218721
1847.0,1847.0,0.14136438
1848.0,1848.0,0.028807003
1849.0,1849.0,0.13052514
1850.0,1850.0,0.03600093
1851.0,1851.0,0.32995823
1852.0,1852.0,0.3153545
1853.0,1853.0,0.05660646
1854.0,1854.0,0.020478847
1855.0,1855.0,0.009622051
1856.0,1856.0,0.09956483
1857.0,1857.0,0.0037778835
